Movie_Title,Time,Genre,Directors,Writers,Actors,Metascore,User_Rating,Number_of_Ratings,Budget,Box_Office_US,Box_Office_World,MPAA,Date
Time After Time,112,Adventure; Comedy; Drama,31-Aug-79,Karl Alexander; Steve Hayes,Malcolm McDowell; David Warner; Mary Steenburgen,,7.1,"7,836",,,,PG,31-Aug-79
The Champ,121,Drama; Sport,4-Apr-79,Frances Marion; Walter Newman,Jon Voight; Faye Dunaway; Ricky Schroder,,6.3,"4,367",,"$2,149,451 ",,PG,4-Apr-79
The China Syndrome,122,Drama; Thriller,16-Mar-79,Mike Gray; T.S. Cook,Jane Fonda; Jack Lemmon; Michael Douglas,,7.3,"14,602",,"$51,718,367 ",,PG,16-Mar-79
Nosferatu the Vampyre,107,Horror,17-Jan-79,Werner Herzog,Klaus Kinski; Isabelle Adjani; Bruno Ganz,,7.5,"15,002",,,,PG,17-Jan-79
Over the Edge,95,Crime; Drama,2-Nov-79,Charles S. Haas; Tim Hunter,Michael Eric Kramer; Pamela Ludwig; Matt Dillon,,7.4,"3,049",,,,PG,2-Nov-79
Luna,142,Drama,30-Sep-79,Franco Arcalli; Bernardo Bertolucci,Jill Clayburgh; Matthew Barry; Veronica Lazar,,6.6,"2,203",,,,R,30-Sep-79
When a Stranger Calls,97,Horror; Thriller,26-Oct-79,Steve Feke; Fred Walton,Carol Kane; Rutanya Alda; Carmen Argenziano,,6.5,"4,386","$740,000 ","$21,411,158 ",,R,26-Oct-79
Zulu Dawn,98,Action; Adventure; Drama,15-May-79,Cy Endfield; Cy Endfield,Burt Lancaster; Simon Ward; Denholm Elliott,,6.5,"3,139",,,,PG,15-May-79
A Little Romance,108,Comedy; Romance,27-Apr-79,Claude Klotz; Allan Burns,Laurence Olivier; Diane Lane; Thelonious Bernard,,7.2,"2,870",,,,PG,27-Apr-79
Rupan sansei: Kariosutoro no shiro,102,Animation; Adventure; Family,15-Dec-79,Monkey Punch; Hayao Miyazaki,Yasuo Yamada; Eiko Masuyama; Kiyoshi Kobayashi,,7.6,"9,606",,,,,15-Dec-79
Rock 'n' Roll High School,93,Comedy; Music,24-Aug-79,Richard Whitley; Russ Dvonch,P.J. Soles; Vincent Van Patten; Clint Howard,,6.6,"5,105","$300,000 ",,,PG,24-Aug-79
Hardcore,109,Drama,27-Apr-79,Paul Schrader,George C. Scott; Peter Boyle; Season Hubley,,6.8,"3,459",,,,R,27-Apr-79
Scum,98,Crime; Drama,19-Mar-80,Roy Minton,Ray Winstone; Mick Ford; Julian Firth,,7.6,"4,749",,,,R,19-Mar-80
Dracula,109,Horror; Romance,20-Jul-79,Bram Stoker; Hamilton Deane,Frank Langella; Laurence Olivier; Donald Pleasence,,6.2,"4,923","$12,164,000 ","$20,158,970 ","$31,235,812 ",R,20-Jul-79
Beneath the Valley of the Ultra-Vixens,93,Comedy,Apr-79,Roger Ebert; Russ Meyer,Kitten Natividad; Ann Marie; Ken Kerr,,5.5,"1,752","$239,000 ",,,,Apr-79
The Onion Field,122,Crime; Drama,8-Jul-80,Joseph Wambaugh; Joseph Wambaugh,John Savage; James Woods; Franklyn Seales,,6.9,"2,443",,"$9,890,597 ",,R,8-Jul-80
The Villain,89,Comedy; Western,27-Jul-79,Robert G. Kane,Kirk Douglas; Ann-Margret; Arnold Schwarzenegger,,5.1,"3,538",,,,PG,27-Jul-79
The Electric Horseman,122,Comedy; Western; Drama,21-Dec-79,Robert Garland; Paul Gaer,Robert Redford; Jane Fonda; Valerie Perrine,,6,"3,908",,"$61,801,971 ",,PG,21-Dec-79
The Frisco Kid,114,Comedy; Western,13-Jul-79,Michael Elias; Frank Shaw,Gene Wilder; Harrison Ford; Ramon Bieri,,6.1,"4,928",,"$160,292 ",,PG,13-Jul-79
The Rose,125,Drama; Music,7-Nov-79,Bo Goldman; Bill Kerby,Bette Midler; Alan Bates; Frederic Forrest,,6.7,"4,201","$8,500,000 ","$29,200,000 ",,R,7-Nov-79
The Concorde... Airport '79,113,Action; Drama; Thriller,17-Aug-79,Arthur Hailey; Jennings Lang,Alain Delon; Susan Blakely; Robert Wagner,,4.1,"2,848","$14,000,000 ","$13,015,688 ",,PG,17-Aug-79
Ffolkes,95,Action; Adventure; Thriller,1979,Jack Davies; Jack Davies,Roger Moore; James Mason; Anthony Perkins,,6.2,"2,256",,,,PG,1979
More American Graffiti,110,Comedy; Drama; War,3-Aug-79,Bill L. Norton; George Lucas,Candy Clark; Bo Hopkins; Ron Howard,,5,"2,398","$3,000,000 ","$8,100,000 ",,PG,3-Aug-79
"Laura, les ombres de l't",95,Drama; Romance,28-Nov-79,David Hamilton; Joe Morhaim,Maud Adams; Dawn Dunlap; James Mitchell,,5.6,513,,,,R,28-Nov-79
The Marriage of Maria Braun,120,Drama; War,23-Mar-79,Pea Frhlich; Peter Mrthesheimer,Hanna Schygulla; Klaus Lwitsch; Ivan Desny,,7.7,"5,591",,,,R,23-Mar-79
Io sto con gli ippopotami,108,Adventure; Comedy; Action,1-Dec-79,Barbara Alberti; Amedeo Pagani,Terence Hill; Bud Spencer; Joe Bugner,,6.3,"3,156",,,,,1-Dec-79
The In-Laws,103,Adventure; Comedy; Crime,12-Sep-79,Andrew Bergman,Peter Falk; Alan Arkin; Richard Libertini,,7.1,"4,000",,,,PG,12-Sep-79
Scavenger Hunt,116,Comedy,21-Dec-79,Steven Vail; John Thomson,Richard Benjamin; James Coco; Scatman Crothers,,5.5,"1,452",,,,PG,21-Dec-79
Love at First Bite,94,Horror; Comedy; Romance,27-Apr-79,Robert Kaufman; Robert Kaufman,George Hamilton; Susan Saint James; Richard Benjamin,,5.9,"3,106",,"$43,885,000 ",,PG,27-Apr-79
Meteor,108,Action; Drama; Sci-Fi,19-Oct-79,Stanley Mann; Edmund H. North,Sean Connery; Natalie Wood; Karl Malden,,4.7,"3,808","$16,000,000 ","$8,400,000 ",,PG,19-Oct-79
The Great Santini,115,Drama,26-Oct-79,Pat Conroy; Lewis John Carlino,Robert Duvall; Blythe Danner; Michael O'Keefe,,7.1,"3,309",,"$4,702,575 ",,PG,26-Oct-79
Tourist Trap,90,Horror; Mystery; Thriller,16-Mar-79,David Schmoeller; J. Larry Carroll,Chuck Connors; Jocelyn Jones; Jon Van Ness,,6,"2,558",,,,PG,16-Mar-79
Roller Boogie,103,Drama; Music; Romance,21-Dec-79,Irwin Yablans; Barry Schneider,Linda Blair; Jim Bray; Beverly Garland,,3.6,841,,"$775,133 ",,PG,21-Dec-79
Escape to Athena,125,Action; Adventure; Comedy,6-Jun-79,Edward Anhalt; Richard Lochte,Roger Moore; Telly Savalas; David Niven,,5.5,"2,054",,,,PG,6-Jun-79
Hanover Street,109,Action; Adventure; Drama,26-Sep-79,Peter Hyams,Harrison Ford; Lesley-Anne Down; Christopher Plummer,,5.8,"2,587",,"$3,000,000 ",,PG,26-Sep-79
The Driller Killer,96,Horror; Thriller,15-Jun-79,Nicholas St. John,Abel Ferrara; Carolyn Marz; Baybi Day,,4.7,"3,362","$20,000 ",,,,15-Jun-79
Killer of Sheep,83,Drama,20-Jun-08,Charles Burnett,Henry G. Sanders; Kaycee Moore; Charles Bracy,94/100,7.3,"2,918","$100,000 ","$339,884 ",,,20-Jun-08
The Apple Dumpling Gang Rides Again,88,Family; Comedy; Western,27-Jun-79,Don Tait,Tim Conway; Don Knotts; Tim Matheson,,5.4,996,,,,G,27-Jun-79
Yanks,138,Romance; Drama; War,Sep-79,Colin Welland; Colin Welland,Richard Gere; Lisa Eichhorn; Vanessa Redgrave,,6.2,"1,873",,,,R,Sep-79
A Force of One,90,Crime; Drama; Thriller,Jun-79,Pat E. Johnson; Ernest Tidyman,Jennifer O'Neill; Chuck Norris; Clu Gulager,,4.8,"1,478",,"$20,166,000 ",,PG,Jun-79
Prophecy,102,Sci-Fi; Horror,22-Aug-79,David Seltzer,Talia Shire; Robert Foxworth; Armand Assante,,5,"2,015","$12,000,000 ","$18,389,402 ",,PG,22-Aug-79
North Dallas Forty,119,Comedy; Drama; Sport,3-Aug-79,Peter Gent; Frank Yablans,Nick Nolte; Mac Davis; Charles Durning,,6.9,"2,530",,"$26,079,312 ",,R,3-Aug-79
Bloodline,116,Crime; Drama; Mystery,29-Jun-79,Laird Koenig; Sidney Sheldon,Audrey Hepburn; Ben Gazzara; James Mason,,4.2,703,"$12,000,000 ",,,R,29-Jun-79
My Brilliant Career,100,Biography; Drama; Romance,17-Aug-79,Miles Franklin; Eleanor Witcombe,Judy Davis; Sam Neill; Wendy Hughes,,7.2,"1,658",,,,G,17-Aug-79
The Main Event,112,Comedy; Romance; Sport,22-Jun-79,Gail Parent; Andrew Smith,Barbra Streisand; Ryan O'Neal; Paul Sand,,5.4,"1,347",,"$42,800,000 ",,PG,22-Jun-79
H.O.T.S.,98,Comedy,May-79,W. Terry Davis; W. Terry Davis,Susan Kiger; Lisa London; Pamela Jean Bryant,,3.6,"1,099",,,,R,May-79
Tim,109,Drama; Romance,13-Jul-79,Colleen McCullough; Michael Pate,Piper Laurie; Mel Gibson; Alwyn Kurts,,6.2,"1,708",,,,,13-Jul-79
Jesus,117,Biography; Family; Drama,19-Oct-79,Barnet Bain,Brian Deacon; Rivka Neuman; Alexander Scourby,,6.7,"1,068","$6,000,000 ",,,G,19-Oct-79
Gol Maal,144,Comedy,20-Apr-79,Sailesh Dey; Sachin Bhowmick,Amol Palekar; Bindiya Goswami; Deven Verma,,7.8,"3,080",,,,,20-Apr-79
Woyzeck,82,Drama,24-Aug-79,Georg Bchner; Werner Herzog,Klaus Kinski; Eva Mattes; Wolfgang Reichmann,,7.1,"4,554",,,,,24-Aug-79
Ernesto,98,Drama; Music; Romance,22-Sep-83,Barbara Alberti; Amedeo Pagani,Virna Lisi; Concha Velasco; Michele Placido,,6.4,157,,,,R,22-Sep-83
Murder by Decree,124,Crime; Drama; Horror,9-Feb-79,Arthur Conan Doyle; John Hopkins,Christopher Plummer; James Mason; David Hemmings,,7,"2,339",,,,PG,9-Feb-79
Human Experiments,82,Crime; Thriller,26-Sep-80,Gregory Goodell; Richard Rothstein,Linda Haynes; Geoffrey Lewis; Ellen Travolta,,2.9,235,,,,R,26-Sep-80
Starting Over,105,Comedy; Romance,15-Feb-80,Dan Wakefield; James L. Brooks,Burt Reynolds; Jill Clayburgh; Candice Bergen,,6.4,"1,158",,"$35,649,012 ",,R,15-Feb-80
Beyond the Darkness,94,Horror,1-Jun-84,Ottavio Fabbri; Giacomo Guerrini,Kieran Canter; Cinzia Monreale; Franca Stoppi,,6.1,"2,090",,,,,1-Jun-84
The Bugs Bunny/Road-Runner Movie,98,Animation; Family; Music,30-Sep-79,Michael Maltese; Chuck Jones,Mel Blanc; Arthur Q. Bryan; Paul Julian,,7.1,"1,645",,,,G,30-Sep-79
Vengeance is Mine,139,Crime; Drama,17-Oct-79,Masaru Baba; Ryuzo Saki,Ken Ogata; Rentar Mikuni; Chch Miyako,,7.8,"2,741",,,,,17-Oct-79
Grijpstra &amp; De Gier,86,Crime; Thriller; Comedy,20-Sep-79,Wim Verstappen; Janwillem van de Wetering,Rijk de Gooyer; Rutger Hauer; Willeke van Ammelrooy,,6.1,364,,,,,20-Sep-79
Wise Blood,106,Comedy; Drama,17-Feb-80,Flannery O'Connor; Benedict Fitzgerald,Brad Dourif; John Huston; Dan Shor,,7.1,"2,289","$1,000,000 ",,,PG,17-Feb-80
Le gendarme et les extra-terrestres,96,Comedy; Crime; Sci-Fi,31-Jan-79,Richard Balducci; Grard Beytout,Louis de Funs; Michel Galabru; Maurice Risch,,5.9,"3,215",,,,,31-Jan-79
Amator,117,Drama,14-Feb-80,Krzysztof Kieslowski; Jerzy Stuhr,Jerzy Stuhr; Malgorzata Zabkowska; Ewa Pokas,,7.8,"2,325",,,,,14-Feb-80
Bear Island,118,Adventure; Thriller,Aug-80,David Butler; Don Sharp,Donald Sutherland; Vanessa Redgrave; Richard Widmark,,5.5,877,,,,PG,Aug-80
Agatha,105,Drama; Mystery; Thriller,9-Feb-79,Kathleen Tynan; Arthur Hopcraft,Dustin Hoffman; Vanessa Redgrave; Timothy Dalton,,6.1,"1,227",,,,PG,9-Feb-79
The Passage,99,Action; Drama; War,26-Feb-79,Bruce Nicolaysen; Bruce Nicolaysen,Anthony Quinn; James Mason; Malcolm McDowell,,5.8,586,,,,R,26-Feb-79
The Shining,146,Horror; Mystery,23-May-80,Stephen King; Stanley Kubrick,Jack Nicholson; Shelley Duvall; Danny Lloyd,61/100,8.5,"339,437","$19,000,000 ","$44,017,374 ",,R,23-May-80
Star Wars: Episode V - The Empire Strikes Back,124,Action; Adventure; Sci-Fi,21-May-80,Leigh Brackett; Lawrence Kasdan,Mark Hamill; Harrison Ford; Carrie Fisher,78/100,8.8,"469,651","$18,000,000 ","$290,475,067 ","$538,375,067 ",PG,21-May-80
Airplane!,88,Comedy,2-Jul-80,Jim Abrahams; David Zucker,Kareem Abdul-Jabbar; Julie Hagerty; Robert Hays,,7.8,"101,080","$3,500,000 ","$83,453,539 ",,PG,2-Jul-80
The Blues Brothers,133,Action; Adventure; Comedy,20-Jun-80,Dan Aykroyd; John Landis,John Belushi; Dan Aykroyd; Cab Calloway,,7.9,"94,843","$27,000,000 ","$4,858,152 ","$115,229,890 ",R,20-Jun-80
Caddyshack,98,Comedy; Sport,25-Jul-80,Brian Doyle-Murray; Harold Ramis,Chevy Chase; Rodney Dangerfield; Ted Knight,,7.2,"54,953","$6,000,000 ","$3,142,689 ",,R,25-Jul-80
Raging Bull,129,Biography; Drama; Sport,19-Dec-80,Jake LaMotta; Joseph Carter,Robert De Niro; Cathy Moriarty; Joe Pesci,92/100,8.3,"146,162","$18,000,000 ","$23,383,987 ",,R,19-Dec-80
Superman II,127,Action; Sci-Fi,19-Jun-81,Jerry Siegel; Joe Shuster,Gene Hackman; Christopher Reeve; Ned Beatty,99/100,6.7,"47,376","$54,000,000 ","$101,347,629 ",,PG,19-Jun-81
The Elephant Man,124,Biography; Drama,10-Oct-80,Christopher De Vore; Eric Bergren,Anthony Hopkins; John Hurt; Anne Bancroft,,8.3,"100,349","$5,000,000 ","$26,010,864 ",,PG,10-Oct-80
The Blue Lagoon,104,Adventure; Drama; Romance,5-Jul-80,Henry De Vere Stacpoole; Douglas Day Stewart,Brooke Shields; Christopher Atkins; Leo McKern,,5.4,"31,743","$4,500,000 ","$58,853,106 ",,R,5-Jul-80
Flash Gordon,111,Action; Adventure; Fantasy,5-Dec-80,Lorenzo Semple Jr.; Michael Allin,Sam J. Jones; Melody Anderson; Max von Sydow,63/100,6.3,"24,204","$35,000,000 ","$27,107,960 ",,PG,5-Dec-80
Cannibal Holocaust,95,Adventure; Drama; Horror,19-Jun-85,Gianfranco Clerici,Robert Kerman; Francesca Ciardi; Perry Pirkanen,,5.9,"25,200","$100,000 ",,,,19-Jun-85
Friday the 13th,95,Horror,9-May-80,Victor Miller; Sean S. Cunningham,Betsy Palmer; Adrienne King; Jeannine Taylor,,6.4,"50,431","$550,000 ","$5,816,321 ",,,9-May-80
Popeye,114,Adventure; Comedy; Family,12-Dec-80,Jules Feiffer; E.C. Segar,Robin Williams; Shelley Duvall; Ray Walston,48/100,4.9,"16,251","$20,000,000 ","$49,823,057 ",,PG,12-Dec-80
Ordinary People,124,Drama,27-Feb-81,Judith Guest; Alvin Sargent,Donald Sutherland; Mary Tyler Moore; Judd Hirsch,85/100,7.8,"23,881","$6,000,000 ","$54,766,923 ",,R,27-Feb-81
Fame,134,Drama; Music,16-May-80,Christopher Gore,Eddie Barth; Irene Cara; Lee Curreri,,6.4,"11,591",,"$118,160 ",,R,16-May-80
The Gods Must Be Crazy,109,Action; Comedy,10-Sep-80,Jamie Uys,Marius Weyers; Sandra Prinsloo; N!xau,,7.1,"30,048",,"$28,358,465 ",,PG,10-Sep-80
The Fog,89,Horror,8-Feb-80,John Carpenter; Debra Hill,Adrienne Barbeau; Jamie Lee Curtis; Janet Leigh,,6.8,"30,141","$1,000,000 ","$21,378,361 ",,R,8-Feb-80
Kagemusha,162,Drama; History; War,6-Oct-80,Masato Ide; Akira Kurosawa,Tatsuya Nakadai; Tsutomu Yamazaki; Ken'ichi Hagiwara,,7.9,"16,605","$6,000,000 ",,,PG,6-Oct-80
The Final Countdown,103,Action; Sci-Fi,1-Aug-80,Thomas Hunter; Peter Powell,Kirk Douglas; Martin Sheen; Katharine Ross,,6.6,"11,129",,,,PG,1-Aug-80
Somewhere in Time,103,Drama; Fantasy; Romance,3-Oct-80,Richard Matheson; Richard Matheson,Christopher Reeve; Jane Seymour; Christopher Plummer,29/100,7.1,"13,880","$5,100,000 ",,,PG,3-Oct-80
Nine to Five,110,Comedy,19-Dec-80,Patricia Resnick; Colin Higgins,Jane Fonda; Lily Tomlin; Dolly Parton,,6.4,"13,502",,"$103,290,500 ",,PG,19-Dec-80
Xanadu,93,Fantasy; Musical; Romance,8-Aug-80,Richard Christian Danus; Marc Reid Rubel,Olivia Newton-John; Gene Kelly; Michael Beck,35/100,4.5,"6,971","$20,000,000 ","$1,471,595 ",,PG,8-Aug-80
Heaven's Gate,219,Drama; History; Romance,19-Nov-80,Michael Cimino,Kris Kristofferson; Christopher Walken; John Hurt,,6.6,"6,581","$44,000,000 ","$3,484,331 ",,R,19-Nov-80
The Changeling,107,Horror; Thriller,28-Mar-80,Russell Hunter; William Gray,George C. Scott; Trish Van Devere; Melvyn Douglas,,7.2,"14,984",,,,R,28-Mar-80
Altered States,102,Drama; Fantasy; Horror,25-Dec-80,Paddy Chayefsky; Paddy Chayefsky,William Hurt; Blair Brown; Bob Balaban,,6.8,"15,920",,"$174,650 ",,R,25-Dec-80
Coal Miner's Daughter,125,Biography; Drama; Music,7-Mar-80,Loretta Lynn; Thomas Rickman,Sissy Spacek; Tommy Lee Jones; Levon Helm,,7.3,"8,895",,"$3,366,443 ",,PG,7-Mar-80
Dressed to Kill,105,Mystery; Thriller,25-Jul-80,Brian De Palma,Michael Caine; Angie Dickinson; Nancy Allen,,7.1,"15,166","$6,500,000 ","$31,899,000 ",,,25-Jul-80
Urban Cowboy,132,Drama; Western,6-Jun-80,Aaron Latham; James Bridges,John Travolta; Debra Winger; Scott Glenn,,5.9,"7,285",,"$53,300,000 ",,PG,6-Jun-80
Cheech and Chong's Next Movie,99,Comedy; Crime,18-Jul-80,Tommy Chong; Cheech Marin,Cheech Marin; Tommy Chong; Evelyn Guerrero,,5.7,"5,936",,"$5,262,963 ",,R,18-Jul-80
Inferno,107,Horror,2-Apr-80,Dario Argento,Leigh McCloskey; Irene Miracle; Eleonora Giorgi,,6.6,"7,846","$3,000,000 ",,,R,2-Apr-80
American Gigolo,117,Crime; Drama; Thriller,8-Feb-80,Paul Schrader,Richard Gere; Lauren Hutton; Hector Elizondo,,6,"10,762","$4,800,000 ","$23,000,000 ",,R,8-Feb-80
Any Which Way You Can,115,Action; Comedy,17-Dec-80,Jeremy Joe Kronsberg; Stanford Sherman,Clint Eastwood; Sondra Locke; Geoffrey Lewis,,5.8,"8,657",,"$70,687,344 ",,PG,17-Dec-80
Stir Crazy,111,Comedy; Crime,12-Dec-80,Bruce Jay Friedman,Gene Wilder; Richard Pryor; Georg Stanford Brown,,6.7,"12,316",,"$101,300,000 ",,R,12-Dec-80
Cruising,102,Crime; Drama; Mystery,15-Feb-80,William Friedkin; Gerald Walker,Al Pacino; Paul Sorvino; Karen Allen,,6.2,"8,511",,"$19,798,718 ",,R,15-Feb-80
My Bodyguard,102,Comedy; Drama; Family,26-Sep-80,Alan Ormsby,Chris Makepeace; Adam Baldwin; Matt Dillon,,6.8,"5,078",,"$1,626,851 ",,PG,26-Sep-80
Atlantic City,104,Crime; Drama; Romance,3-Apr-81,John Guare,Burt Lancaster; Susan Sarandon; Kate Reid,,7.4,"7,819","$7,200,000 ",,"$12,729,678 ",R,3-Apr-81
Zombie Holocaust,84,Horror,7-May-82,Fabrizio De Angelis; Romano Scandariato,Ian McCulloch; Alexandra Delli Colli; Sherry Buchanan,,5.1,"2,816",,,,R,7-May-82
The Long Good Friday,114,Crime; Drama; Mystery,2-Apr-82,Barrie Keeffe,Bob Hoskins; Helen Mirren; Dave King,,7.7,"9,751",,,,R,2-Apr-82
The Big Red One,113,Action; Drama; War,28-May-80,Samuel Fuller,Lee Marvin; Mark Hamill; Robert Carradine,77/100,7.3,"10,766",,,,R,28-May-80
The Long Riders,100,Western,16-May-80,Bill Bryden; Steven Smith,David Carradine; Keith Carradine; Stacy Keach,,7,"5,162","$10,000,000 ","$23,000,000 ",,R,16-May-80
Maniac,87,Crime; Horror; Thriller,1-Jan-81,C.A. Rosenberg; Joe Spinell,Joe Spinell; Caroline Munro; Abigail Clayton,,6.3,"6,350","$350,000 ","$6,000,000 ",,R,1-Jan-81
The Hollywood Knights,91,Comedy,30-May-80,Floyd Mutrux; Richard Lederer,Julius Averitt; Steve Ballard; Michelle Pfeiffer,,5.6,"2,787",,"$10,000,000 ",,R,30-May-80
Shogun Assassin,85,Action; Adventure,11-Nov-80,Robert Houston; Kazuo Koike,Tomisabur Wakayama; Kayo Matsuo; Minoru Oki,,7.3,"5,690",,,,R,11-Nov-80
Private Benjamin,109,Comedy; War,10-Oct-80,Nancy Meyers; Charles Shyer,Goldie Hawn; Eileen Brennan; Armand Assante,,5.9,"12,169","$10,000,000 ","$4,739,769 ",,R,10-Oct-80
Galaxina,95,Adventure; Comedy; Sci-Fi,6-Jun-80,William Sachs,Stephen Macht; Avery Schreiber; J.D. Hinton,,3,"1,452",,,,R,6-Jun-80
Used Cars,113,Comedy,11-Jul-80,Robert Zemeckis; Bob Gale,Kurt Russell; Jack Warden; Gerrit Graham,,6.6,"7,396","$8,000,000 ","$11,715,321 ",,R,11-Jul-80
Smokey and the Bandit II,100,Action; Comedy; Crime,15-Aug-80,Hal Needham; Robert L. Levy,Burt Reynolds; Jackie Gleason; Jerry Reed,,4.8,"7,380",,"$10,883,835 ",,PG,15-Aug-80
Brubaker,132,Drama,20-Jun-80,W.D. Richter; W.D. Richter,Robert Redford; Yaphet Kotto; Jane Alexander,,6.9,"7,777",,"$2,748,079 ",,R,20-Jun-80
City of the Living Dead,93,Horror,1-May-83,Lucio Fulci; Dardano Sacchetti,Christopher George; Catriona MacColl; Carlo De Mejo,,6.1,"7,983",,,,,1-May-83
Where the Buffalo Roam,96,Biography; Comedy,25-Apr-80,Hunter S. Thompson; John Kaye,Peter Boyle; Bill Murray; Bruno Kirby,,6.5,"6,464",,"$6,659,377 ",,R,25-Apr-80
The Apple,90,Music; Musical; Romance,21-Nov-80,Menahem Golan; Coby Recht,Catherine Mary Stewart; George Gilmour; Grace Kennedy,,4,866,,,,PG,21-Nov-80
Battle Beyond the Stars,104,Action; Adventure; Comedy,13-Nov-80,John Sayles; John Sayles,Richard Thomas; Robert Vaughn; John Saxon,,5.2,"3,690","$2,000,000 ",,,PG,13-Nov-80
Stardust Memories,89,Comedy; Drama,26-Sep-80,Woody Allen,Woody Allen; Charlotte Rampling; Jessica Harper,,7.2,"10,835","$10,000,000 ","$326,779 ",,PG,26-Sep-80
Saturn 3,88,Adventure; Sci-Fi; Thriller,15-Feb-80,Martin Amis; John Barry,Farrah Fawcett; Kirk Douglas; Harvey Keitel,,4.7,"4,074",,,,R,15-Feb-80
Breaker Morant,107,Drama; History; War,3-Jul-80,Kenneth G. Ross; Jonathan Hardy,Edward Woodward; Jack Thompson; John Waters,,7.9,"7,965",,"$7,142,857 ",,PG,3-Jul-80
Humanoids from the Deep,80,Horror; Sci-Fi,May-80,Frank Arnold; Martin B. Cohen,Doug McClure; Ann Turkel; Vic Morrow,,5.5,"3,077",,,,R,May-80
Bad Timing: A Sensual Obsession,123,Drama; Mystery; Thriller,Oct-80,Yale Udoff,Art Garfunkel; Theresa Russell; Harvey Keitel,,6.9,"3,682",,,,R,Oct-80
When Time Ran Out...,121,Action; Adventure; Drama,28-Mar-80,Gordon Thomas; Max Morgan Witts,Paul Newman; Jacqueline Bisset; William Holden,,4.2,"1,367","$20,000,000 ","$1,700,000 ",,PG,28-Mar-80
Little Darlings,96,Comedy; Drama,5-May-80,Kimi Peck; Dalene Young,Tatum O'Neal; Kristy McNichol; Armand Assante,,6,"2,712",,"$34,326,249 ",,R,5-May-80
The Nude Bomb,94,Comedy; Crime; Mystery,9-May-80,Mel Brooks; Buck Henry,Don Adams; Sylvia Kristel; Rhonda Fleming,,4.9,"2,008","$15,000,000 ","$3,565,066 ",,PG,9-May-80
Seems Like Old Times,100,Comedy; Romance,19-Dec-80,Neil Simon,Goldie Hawn; Chevy Chase; Charles Grodin,,6.4,"4,341",,,,PG,19-Dec-80
Mother's Day,90,Horror; Thriller,Sep-80,Charles Kaufman; Warren Leight,Nancy Hendrickson; Deborah Luce; Tiana Pierce,,5.1,"2,286","$150,000 ",,,,Sep-80
The Dogs of War,102,Action; Adventure; Drama,13-Feb-81,Gary DeVore; George Malko,Christopher Walken; Tom Berenger; Colin Blakely,,6.2,"4,482",,,,R,13-Feb-81
The Island,109,Action; Adventure; Drama,13-Jun-80,Peter Benchley; Peter Benchley,Michael Caine; David Warner; Angela Punch McGregor,,5.1,"1,893","$22,000,000 ","$3,123,267 ",,R,13-Jun-80
Motel Hell,101,Comedy; Horror,18-Oct-80,Robert Jaffe; Steven-Charles Jaffe,Rory Calhoun; Paul Linke; Nancy Parsons,,5.9,"4,272","$3,000,000 ",,,R,18-Oct-80
Alligator,91,Horror; Sci-Fi,2-Jul-80,John Sayles; John Sayles,Robert Forster; Robin Riker; Michael V. Gazzo,,5.8,"5,430","$1,500,000 ",,,R,2-Jul-80
Tendres cousines,90,Drama; Romance,Nov-83,Pascal Lain; Josiane Lvque,Thierry Tevini; Anja Schte; Valrie Dumas,,5.5,831,,,,R,Nov-83
La petite sirne,105,Drama,20-Aug-80,Roger Andrieux; Yves Dangerfield,Philippe Lotard; Laura Alexis; Evelyne Dress,,6.1,54,,,,,20-Aug-80
Gorp,90,Comedy,May-80,Jeffrey Konvitz; Jeffrey Konvitz,Michael Lembeck; Dennis Quaid; Philip Casnoff,,3.4,309,,,,R,May-80
Eaten Alive!,92,Adventure; Horror,20-Mar-80,Umberto Lenzi,Robert Kerman; Janet Agren; Ivan Rassimov,,5.1,"1,674",,,,,20-Mar-80
Prom Night,89,Horror; Mystery; Thriller,18-Jul-80,William Gray; Robert Guza Jr.,Leslie Nielsen; Jamie Lee Curtis; Casey Stevens,,5.2,"6,844",,"$14,796,236 ",,R,18-Jul-80
The Jazz Singer,115,Drama; Music; Romance,19-Dec-80,Samson Raphaelson; Herbert Baker,Neil Diamond; Laurence Olivier; Lucie Arnaz,,5.2,"2,073",,"$27,118,000 ",,PG,19-Dec-80
Gloria,123,Crime; Drama; Thriller,19-Sep-80,John Cassavetes,Julie Carmen; Tony Knesich; Buck Henry,,6.9,"4,089",,,,PG,19-Sep-80
Foxes,106,Drama,29-Feb-80,Gerald Ayres,Jodie Foster; Cherie Currie; Marilyn Kagan,,5.9,"2,138",,"$7,470,348 ",,R,29-Feb-80
I mavri Emmanouella,91,Crime; Drama,1980,Ilias Mylonakos,Laura Gemser; Gabriele Tinti; Livia Russo,,4.3,320,,,,,1980
The Watcher in the Woods,84,Horror; Mystery; Thriller,11-Sep-82,Brian Clemens; Florence Engel Randall,Bette Davis; Lynn-Holly Johnson; Kyle Richards,,6.1,"2,695",,"$5,000,000 ",,PG,11-Sep-82
Spetters,120,Drama; Romance; Sport,28-Feb-80,Gerard Soeteman,Hans van Tongeren; Rene Soutendijk; Toon Agterberg,,6.6,"2,710",,,,R,28-Feb-80
Midnight Madness,112,Family; Comedy,8-Feb-80,David Wechter; Michael Nankin,David Naughton; Debra Clinger; David Damas,,6.1,"2,028",,,,PG,8-Feb-80
