Movie_Title,Time,Genre,Directors,Writers,Actors,Metascore,User_Rating,Number_of_Ratings,Budget,Box_Office_US,Box_Office_World,MPAA,Date
Desperate Living,90,Comedy; Crime; Fantasy,27-May-77,John Waters,Liz Renay; Mink Stole; Susan Lowe,,6.8,"2,641","$65,000 ",,,R,27-May-77
The Last Remake of Beau Geste,85,Comedy; Adventure,16-Dec-77,Marty Feldman; Chris Allen,Ann-Margret; Marty Feldman; Michael York,,5.8,"1,267",,,,PG,16-Dec-77
Valentino,128,Biography; Drama,4-Oct-77,Ken Russell; Mardik Martin,Rudolf Nureyev; Leslie Caron; Michelle Phillips,,5.9,760,"$5,000,000 ",,,R,4-Oct-77
Shock Waves,85,Horror; Mystery; Sci-Fi,15-Jul-77,John Kent Harrison; Ken Pare,Peter Cushing; Brooke Adams; Fred Buch,,5.6,"2,407","$200,000 ",,,PG,15-Jul-77
Kingdom of the Spiders,97,Sci-Fi; Horror,Nov-77,Richard Robinson; Alan Caillou,William Shatner; Tiffany Bolling; Woody Strode,,5.8,"2,241","$500,000 ","$17,000,000 ",,PG,Nov-77
Shatranj Ke Khilari,129,Comedy; Drama; History,3-Oct-77,Munshi Premchand; Satyajit Ray,Sanjeev Kumar; Saeed Jaffrey; Shabana Azmi,,7.4,"1,250",,,,,3-Oct-77
Semi-Tough,108,Comedy; Romance; Sport,Jun-78,Walter Bernstein; Dan Jenkins,Burt Reynolds; Kris Kristofferson; Jill Clayburgh,,5.8,"1,292",,,,R,Jun-78
Grease,110,Musical; Romance,16-Jun-78,Jim Jacobs; Warren Casey,John Travolta; Olivia Newton-John; Stockard Channing,70/100,7.1,"100,591","$6,000,000 ","$305,260 ","$394,589,888 ",PG-13,16-Jun-78
Superman,143,Action; Adventure; Sci-Fi,15-Dec-78,Jerry Siegel; Joe Shuster,Marlon Brando; Gene Hackman; Christopher Reeve,88/100,7.3,"83,769","$55,000,000 ","$40,925,251 ","$300,218,018 ",PG,15-Dec-78
Animal House,109,Comedy; Romance,28-Jul-78,Harold Ramis; Douglas Kenney,Tom Hulce; Stephen Furst; John Belushi,82/100,7.5,"64,424","$3,000,000 ","$201,747 ",,R,28-Jul-78
The Deer Hunter,182,Drama; War,23-Feb-79,Michael Cimino; Deric Washburn,Robert De Niro; John Cazale; John Savage,73/100,8.2,"147,076","$15,000,000 ","$50,000,000 ",,R,23-Feb-79
Halloween,91,Horror,25-Oct-78,John Carpenter; Debra Hill,Donald Pleasence; Jamie Lee Curtis; Nancy Kyes,85/100,7.9,"103,690","$325,000 ","$47,000,000 ","$60,000,000 ",R,25-Oct-78
Midnight Express,121,Biography; Crime; Drama,6-Oct-78,Billy Hayes; William Hoffer,Brad Davis; Irene Miracle; Bo Hopkins,,7.6,"37,515","$2,300,000 ","$35,000,000 ",,R,6-Oct-78
Days of Heaven,94,Drama; Romance,13-Sep-78,Terrence Malick,Richard Gere; Brooke Adams; Sam Shepard,93/100,7.9,"23,614","$3,000,000 ","$3,446,749 ",,PG,13-Sep-78
Up in Smoke,86,Comedy; Music,15-Sep-78,Tommy Chong; Cheech Marin,Cheech Marin; Tommy Chong; Strother Martin,,6.8,"19,290",,"$41,590,893 ",,R,15-Sep-78
Dawn of the Dead,127,Horror; Sci-Fi,24-May-79,George A. Romero,David Emge; Ken Foree; Scott H. Reiniger,,8,"64,354","$650,000 ",,"$55,000,000 ",,24-May-79
I Spit on Your Grave,101,Horror; Thriller,22-Nov-78,Meir Zarchi,Camille Keaton; Eron Tabor; Richard Pace,,5.5,"13,077","$650,000 ",,,,22-Nov-78
Jaws 2,116,Horror; Thriller,16-Jun-78,Peter Benchley; Carl Gottlieb,Roy Scheider; Lorraine Gary; Murray Hamilton,,5.6,"33,882","$20,000,000 ","$9,866,023 ","$208,900,000 ",PG,16-Jun-78
Stay as You Are,95,Drama; Romance,14-Sep-78,Paolo Cavara; Enrico Oldoini,Marcello Mastroianni; Nastassja Kinski; Francisco Rabal,,6.1,440,,,,R,14-Sep-78
The Wiz,134,Adventure; Family; Fantasy,24-Oct-78,L. Frank Baum; William F. Brown,Diana Ross; Michael Jackson; Nipsey Russell,,4.7,"7,398","$24,000,000 ","$13,000,000 ",,G,24-Oct-78
The Lord of the Rings,132,Animation; Adventure; Drama,15-Nov-78,Chris Conkling; Peter S. Beagle,Christopher Guard; William Squire; Michael Scholes,,6,"18,085","$4,000,000 ","$30,471,420 ",,PG,15-Nov-78
The Inglorious Bastards,99,Action; Adventure; Comedy,Dec-81,Sandro Continenza; Sergio Grieco,Bo Svenson; Peter Hooten; Fred Williamson,,6.5,"5,491",,,,R,Dec-81
Invasion of the Body Snatchers,115,Horror; Sci-Fi,20-Dec-78,Jack Finney; W.D. Richter,Donald Sutherland; Brooke Adams; Jeff Goldblum,,7.3,"23,389","$3,500,000 ","$24,946,533 ",,PG,20-Dec-78
Every Which Way But Loose,110,Action; Comedy,20-Dec-78,Jeremy Joe Kronsberg,Clint Eastwood; Sondra Locke; Geoffrey Lewis,,6,"11,437","$5,200,000 ","$85,196,485 ",,PG,20-Dec-78
Watership Down,101,Animation; Adventure; Drama,1-Nov-78,Richard Adams; Martin Rosen,John Hurt; Richard Briers; Michael Graham Cox,,7.6,"16,662",,,,PG,1-Nov-78
Game of Death,100,Action; Crime; Drama,8-Jun-79,Robert Clouse,Bruce Lee; Colleen Camp; Dean Jagger,,5.7,"8,191",,,,R,8-Jun-79
Drunken Master,111,Comedy; Action,5-Oct-78,Lung Hsiao; See-Yuen Ng,Jackie Chan; Siu Tien Yuen; Jang Lee Hwang,,7.5,"15,579",,,,PG-13,5-Oct-78
The Boys from Brazil,125,Drama; Sci-Fi; Thriller,12-Oct-78,Ira Levin; Heywood Gould,Gregory Peck; Laurence Olivier; James Mason,,7,"14,177","$12,000,000 ","$19,000,000 ",,R,12-Oct-78
Force 10 from Navarone,118,Action; Drama; War,8-Dec-78,Alistair MacLean; Robin Chapman,Robert Shaw; Harrison Ford; Edward Fox,,6.2,"9,625","$5,000,000 ","$7,100,000 ",,PG,8-Dec-78
Pretty Baby,110,Drama,5-Apr-78,Polly Platt; Polly Platt,Brooke Shields; Keith Carradine; Susan Sarandon,,6.6,"5,070",,"$5,786,368 ",,R,5-Apr-78
Revenge of the Pink Panther,99,Comedy; Crime,19-Jul-78,Frank Waldman; Ron Clark,Peter Sellers; Herbert Lom; Burt Kwouk,,6.5,"10,529",,"$37,337,746 ",,PG,19-Jul-78
Convoy,110,Action; Comedy; Drama,24-Aug-78,Bill L. Norton; Bill Fries,Kris Kristofferson; Ali MacGraw; Ernest Borgnine,,6.1,"7,505",,"$15,000,000 ",,PG,24-Aug-78
Money Movers,92,Crime; Action; Thriller,1979,Bruce Beresford; Devon Minchin,Terence Donovan; Tony Bonner; Ed Devereaux,,6.1,180,,,,R,1979
Piranha,94,Comedy; Horror; Sci-Fi,3-Aug-78,Richard Robinson; John Sayles,Bradford Dillman; Heather Menzies-Urich; Kevin McCarthy,,5.8,"9,429","$600,000 ",,,R,3-Aug-78
"Same Time, Next Year",119,Comedy; Drama; Romance,23-Apr-79,Bernard Slade; Bernard Slade,Ellen Burstyn; Alan Alda; Ivan Bonar,,6.9,"3,370",,,,PG,23-Apr-79
Coming Home,127,Drama; Romance; War,15-Feb-78,Waldo Salt; Robert C. Jones,Jane Fonda; Jon Voight; Bruce Dern,,7.3,"6,294","$3,000,000 ",,,R,15-Feb-78
Carry on Emmannuelle,88,Comedy; Romance,7-Dec-78,Lance Peters,Kenneth Williams; Kenneth Connor; Joan Sims,,2.5,"1,030",,,,R,7-Dec-78
The Buddy Holly Story,114,Biography; Drama; Music,3-Nov-78,Alan Swyer; John Goldrosen,Gary Busey; Don Stroud; Charles Martin Smith,,7.1,"4,356",,,,PG,3-Nov-78
F.I.S.T,145,Drama,17-Aug-78,Joe Eszterhas; Joe Eszterhas,Sylvester Stallone; Rod Steiger; Peter Boyle,,6.2,"3,880","$11,000,000 ","$20,388,920 ",,PG,17-Aug-78
Damien: Omen II,107,Horror; Mystery,9-Jun-78,Harvey Bernhard; David Seltzer,William Holden; Lee Grant; Jonathan Scott-Taylor,,6.1,"14,376",,"$3,880,880 ",,R,9-Jun-78
Heaven Can Wait,101,Comedy; Fantasy; Romance,28-Jun-78,Elaine May; Warren Beatty,Warren Beatty; Julie Christie; James Mason,,6.8,"9,909",,"$4,192,799 ",,PG,28-Jun-78
Death on the Nile,140,Crime; Drama; Mystery,29-Sep-78,Anthony Shaffer,Peter Ustinov; Jane Birkin; Mia Farrow,,7.1,"12,749",,"$14,560,084 ",,PG,29-Sep-78
The Wild Geese,134,Drama; Action; War,11-Nov-78,Reginald Rose; Daniel Carney,Richard Burton; Roger Moore; Richard Harris,,6.6,"6,204","$10,000,000 ",,,R,11-Nov-78
The Great Train Robbery,110,Adventure; Crime; Drama,2-Feb-79,Michael Crichton; Michael Crichton,Sean Connery; Donald Sutherland; Lesley-Anne Down,,6.9,"7,763","$6,000,000 ","$391,942 ",,PG,2-Feb-79
The 36th Chamber of Shaolin,115,Action; Adventure; Drama,Jun-79,Kuang Ni,Chia Hui Liu; Lieh Lo; Chia Yung Liu,,7.7,"7,071",,,,R,Jun-79
The Driver,91,Action; Crime; Drama,11-Oct-78,Walter Hill,Ryan O'Neal; Bruce Dern; Isabelle Adjani,,7,"5,080",,,,R,11-Oct-78
Coma,113,Drama; Mystery; Sci-Fi,6-Jan-78,Michael Crichton; Robin Cook,Genevive Bujold; Michael Douglas; Elizabeth Ashley,,6.8,"9,581",,,,PG,6-Jan-78
Foul Play,116,Comedy; Mystery; Thriller,14-Jul-78,Colin Higgins,Goldie Hawn; Chevy Chase; Burgess Meredith,,6.6,"7,289",,"$44,999,621 ",,PG,14-Jul-78
The Fury,118,Drama; Horror; Sci-Fi,10-Mar-78,John Farris; John Farris,Kirk Douglas; John Cassavetes; Carrie Snodgress,,6.3,"6,142","$5,500,000 ","$24,000,000 ",,R,10-Mar-78
California Suite,103,Comedy; Romance,15-Dec-78,Neil Simon,Jane Fonda; Alan Alda; Maggie Smith,,6.2,"3,569",,,,PG,15-Dec-78
Straight Time,114,Crime; Drama,14-Jul-78,Edward Bunker; Alvin Sargent,Dustin Hoffman; Theresa Russell; Gary Busey,,7.3,"3,344",,"$9,900,000 ",,R,14-Jul-78
Autumn Sonata,99,Drama; Music,Oct-78,Ingmar Bergman,Ingrid Bergman; Liv Ullmann; Lena Nyman,,8,"9,065",,,,PG,Oct-78
The Cat from Outer Space,104,Comedy; Sci-Fi,9-Jun-78,Ted Key,Ken Berry; Sandy Duncan; Harry Morgan,,5.6,"2,199",,,,G,9-Jun-78
I Wanna Hold Your Hand,104,Comedy; Music; Romance,22-Mar-79,Bob Gale; Robert Zemeckis,Nancy Allen; Bobby Di Cicco; Marc McClure,,6.8,"2,166","$2,700,000 ",,,PG,22-Mar-79
Attack of the Killer Tomatoes!,83,Comedy; Horror; Sci-Fi,Oct-78,Costa Dillon; John De Bello,David Miller; George Wilson; Sharon Taylor,,4.5,"7,028","$90,000 ",,,PG,Oct-78
Snake in the Eagle's Shadow,90,Action; Comedy,Nov-82,Chi Yuan Hsi; Huo An Hsi,Jackie Chan; Siu Tien Yuen; Jang Lee Hwang,,7.3,"4,747",,,,PG,Nov-82
Ice Castles,108,Drama; Romance; Sport,31-Dec-78,Donald Wrye; Gary L. Baim,Robby Benson; Lynn-Holly Johnson; Colleen Dewhurst,,6.1,"1,769",,,,PG,31-Dec-78
Magic,107,Drama; Thriller,8-Nov-78,William Goldman; William Goldman,Anthony Hopkins; Ann-Margret; Burgess Meredith,,6.5,"4,258",,,,R,8-Nov-78
Killer's Moon,90,Crime; Horror,1978,Alan Birkinshaw,Anthony Forrest; David Jackson; Tom Marshall,,4.7,215,,,,,1978
Buffalo Rider,90,Adventure; Drama; Western,3-Mar-78,Mollie Gregory,C. Lindsay Workman; Rick Guinn; John Freeman,,4.5,147,,,,PG,3-Mar-78
Lemon Popsicle,95,Comedy; Drama; Romance,21-Apr-78,Boaz Davidson; Eli Tavor,Yftach Katzur; Anat Atzmon; Jonathan Sagall,,6.1,"1,296",,,,R,21-Apr-78
Interiors,93,Drama,2-Aug-78,Woody Allen,Kristin Griffith; Mary Beth Hurt; Diane Keaton,,7.3,"9,383","$10,000,000 ","$10,432,466 ",,PG,2-Aug-78
Du er ikke alene,90,Drama; Romance,23-Feb-78,Lasse Nielsen; Bent Petersen,Anders Agens; Peter Bjerg; Ove Sproge,,7.2,"2,589",,,,,23-Feb-78
Goin' South,105,Comedy; Western,6-Oct-78,John Herman Shaner; Al Ramrus,Jack Nicholson; Mary Steenburgen; Christopher Lloyd,,6.2,"3,200",,"$7,435,671 ",,PG,6-Oct-78
Sgt. Pepper's Lonely Hearts Club Band,113,Adventure; Comedy; Fantasy,24-Jul-78,Henry Edwards,Peter Frampton; Barry Gibb; Robin Gibb,,3.5,"3,910","$18,000,000 ","$12,900,000 ",,PG,24-Jul-78
Return from Witch Mountain,95,Family; Adventure; Sci-Fi,10-Mar-78,Malcolm Marmorstein; Alexander Key,Bette Davis; Christopher Lee; Kim Richards,,5.6,"2,384",,,,G,10-Mar-78
Big Wednesday,120,Comedy; Drama; Sport,May-78,John Milius; Dennis Aaberg,Jan-Michael Vincent; William Katt; Gary Busey,,6.9,"3,247","$11,000,000 ",,,PG,May-78
Paradise Alley,107,Drama,22-Sep-78,Sylvester Stallone,Sylvester Stallone; Lee Canalito; Armand Assante,,5.6,"2,272",,"$7,185,518 ",,PG,22-Sep-78
Eyes of Laura Mars,104,Horror; Mystery; Thriller,2-Aug-78,John Carpenter; David Zelag Goodman,Faye Dunaway; Tommy Lee Jones; Brad Dourif,,6,"4,394","$7,000,000 ","$20,000,000 ",,R,2-Aug-78
La cage aux folles,110,Comedy,30-Mar-79,Jean Poiret; Francis Veber,Ugo Tognazzi; Michel Serrault; Claire Maurier,,7.1,"5,103",,"$18,709 ","$21,400,826 ",R,30-Mar-79
French Fried Vacation,87,Comedy,22-Nov-78,L' Equipe du Splendid; L' Equipe du Splendid,Josiane Balasko; Luis Rego; Marie-Anne Chazel,,6.8,"2,819",,,,,22-Nov-78
La montagna del dio cannibale,99,Adventure; Horror,Apr-79,Cesare Frugoni; Cesare Frugoni,Ursula Andress; Stacy Keach; Claudio Cassinelli,,5.1,"1,938",,,,,Apr-79
Felicity,90,Drama,10-Oct-78,,Glory Annen; Chris Milne; Joni Flynn,,5.4,375,,,,R,10-Oct-78
Starcrash,92,Action; Adventure; Fantasy,9-Mar-79,Luigi Cozzi; Nat Wachsberger,Marjoe Gortner; Caroline Munro; Christopher Plummer,,3.7,"2,126",,,,PG,9-Mar-79
Thank God It's Friday,89,Comedy; Music,20-Jul-78,Armyan Bernstein,Valerie Landsburg; Terri Nunn; Chick Vennera,,4.7,"1,185","$2,200,000 ","$7,300,000 ",,PG,20-Jul-78
Don,166,Action; Crime; Thriller,20-Apr-78,Javed Akhtar; Javed Akhtar,Amitabh Bachchan; Zeenat Aman; Pran,,7.7,"2,938",,,,,20-Apr-78
Hooper,99,Action; Comedy,28-Jul-78,Thomas Rickman; Bill Kerby,Burt Reynolds; Jan-Michael Vincent; Sally Field,,6,"2,716",,,,PG,28-Jul-78
Piccole labbra,77,Drama,30-Oct-78,Mimmo Cattarinich; Daniele Snchez,Pierre Clmenti; Katya Berger; Ugo Bologna,,5.4,214,,,,,30-Oct-78
The End,100,Comedy; Drama,10-May-78,Jerry Belson,Burt Reynolds; Dom DeLuise; Sally Field,,6.1,"1,979",,"$44,917,151 ",,R,10-May-78
Corvette Summer,105,Adventure; Comedy,2-Jun-78,Hal Barwood; Matthew Robbins,Mark Hamill; Annie Potts; Eugene Roche,,5,"1,452",,"$15,500,000 ",,PG,2-Jun-78
Blue Collar,114,Crime; Drama,10-Feb-78,Paul Schrader; Leonard Schrader,Richard Pryor; Harvey Keitel; Yaphet Kotto,,7.4,"2,961",,,,R,10-Feb-78
An Unmarried Woman,124,Comedy; Drama; Romance,26-May-78,Paul Mazursky,Jill Clayburgh; Alan Bates; Michael Murphy,,7,"2,124",,,,R,26-May-78
The Boys in Company C,125,Drama; War,12-Apr-78,Rick Natkin; Sidney J. Furie,Stan Shaw; Andrew Stevens; James Canning,,6.9,"1,546",,,,R,12-Apr-78
The Toolbox Murders,93,Drama; Horror; Thriller,Mar-78,Neva Friedenn; Robert Easter,Cameron Mitchell; Pamelyn Ferdin; Wesley Eure,,5,"1,575","$185,000 ",,,R,Mar-78
The Swarm,116,Horror; Sci-Fi; Thriller,14-Jul-78,Arthur Herzog III; Stirling Silliphant,Michael Caine; Katharine Ross; Richard Widmark,,4.2,"3,608","$21,000,000 ","$10,000,000 ",,PG,14-Jul-78
The Manitou,104,Horror,24-Jan-79,Graham Masterton; William Girdler,Tony Curtis; Michael Ansara; Susan Strasberg,,4.8,"1,214","$3,000,000 ",,,R,24-Jan-79
The Big Sleep,99,Crime; Mystery; Romance,10-May-78,Raymond Chandler; Michael Winner,Robert Mitchum; Sarah Miles; Richard Boone,,5.5,"2,084",,,,R,10-May-78
Five Deadly Venoms,97,Action,12-Aug-78,Cheh Chang; Kuang Ni,Sheng Chiang; Philip Kwok; Feng Lu,,7,"2,722",,,,R,12-Aug-78
The Bad News Bears Go to Japan,91,Comedy; Sport,30-Jun-78,Bill Lancaster,Tony Curtis; Jackie Earle Haley; Tomisabur Wakayama,,3.1,"1,778",,,,PG,30-Jun-78
Rockers,100,Comedy; Drama; Music,1978,Ted Bafaloukos,Leroy 'Horsemouth' Wallace; Richard 'Dirty Harry' Hall; Monica Craig,,7.1,986,,,,,1978
Empire of Passion,105,Drama; Horror; Romance,26-Mar-79,Itoko Nakamura; Nagisa shima,Tatsuya Fuji; Kazuko Yoshiyuki; Takahiro Tamura,,6.9,"1,645",,,,R,26-Mar-79
The Legacy,102,Horror; Mystery,14-Sep-79,Jimmy Sangster; Patrick Tilley,Katharine Ross; Sam Elliott; John Standing,,5.4,"1,075","$2,500,000 ",,,R,14-Sep-79
A Wedding,125,Comedy; Drama; Romance,29-Aug-78,John Considine; Patricia Resnick,Carol Burnett; Paul Dooley; Amy Stryker,,7,"1,809",,,,PG,29-Aug-78
The Tree of Wooden Clogs,186,Drama; History,1-Jun-79,Ermanno Olmi,Luigi Ornaghi; Francesca Moriggi; Omar Brignoli,,7.8,"2,422",,,,,1-Jun-79
Interno di un convento,95,Drama,26-Jan-78,Walerian Borowczyk; Stendhal,Ligia Branice; Howard Ross; Marina Pierro,,5.2,452,,,,,26-Jan-78
Trinity: Gambling for High Stakes,109,Comedy; Crime,28-Oct-78,Mario Amendola; Bruno Corbucci,Terence Hill; Bud Spencer; Luciano Catenacci,,6.8,"3,052",,,,PG,28-Oct-78
Hot Lead and Cold Feet,90,Family; Western; Action,5-Jul-78,Joseph L. McEveety; Arthur Alsberg,Jim Dale; Karen Valentine; Don Knotts,,5.5,518,,,,G,5-Jul-78
The Medusa Touch,105,Drama; Mystery; Thriller,1978,Peter Van Greenaway; John Briley,Richard Burton; Lino Ventura; Lee Remick,,6.9,"2,403",,,,PG,1978
Uchu kara no messeji,105,Action; Adventure; Sci-Fi,30-Oct-78,Kinji Fukasaku; Shtar Ishinomori,Sonny Chiba; Vic Morrow; Philip Casnoff,,4.7,474,,,,PG,30-Oct-78
Go Tell the Spartans,114,Drama; War,1-Sep-78,Daniel Ford; Wendell Mayes,Burt Lancaster; Craig Wasson; Jonathan Goldsmith,,6.7,"1,282",,,,R,1-Sep-78
"Selvi boylum, al yazmalim",90,Drama; Romance,Nov-78,Chingiz Aitmatov; Ali zgentrk,Trkan Soray; Kadir Inanir; Ahmet Mekin,,8.1,"7,395",,,,,Nov-78
The Silent Partner,106,Drama; Crime; Thriller,30-Mar-79,Curtis Hanson; Anders Bodelsen,Elliott Gould; Christopher Plummer; Susannah York,,7.4,"2,041",,,,R,30-Mar-79
Good Guys Wear Black,95,Action,Jun-78,Bruce Cohn; Mark Medoff,Chuck Norris; Anne Archer; James Franciscus,,4.7,"1,268","$1,000,000 ","$18,328,000 ",,PG,Jun-78
The Brink's Job,104,Comedy; Crime; Drama,8-Dec-78,Noel Behn; Walon Green,Peter Falk; Peter Boyle; Allen Garfield,,6.4,"1,317",,"$9,400,000 ",,R,8-Dec-78
Gray Lady Down,111,Drama; Thriller,Apr-78,David Lavallee; James Whittaker,Charlton Heston; David Carradine; Stacy Keach,,6.1,"1,443",,,,PG,Apr-78
The Bermuda Triangle,112,Horror; Sci-Fi; Mystery,10-Feb-78,Charles Berlitz; Ren Cardona Jr.,John Huston; Andrs Garca; Hugo Stiglitz,,4.7,386,,,,,10-Feb-78
Who'll Stop the Rain,126,Action; Crime; Drama,8-Sep-78,Robert Stone; Judith Rascoe,Nick Nolte; Tuesday Weld; Michael Moriarty,,6.9,"1,340",,,,R,8-Sep-78
Apocalypse Now,153,Drama; War,15-Aug-79,John Milius; Francis Ford Coppola,Marlon Brando; Martin Sheen; Robert Duvall,90/100,8.6,"280,469","$31,500,000 ","$4,626,290 ","$78,784,010 ",R,15-Aug-79
Alien,117,Horror; Sci-Fi,25-May-79,Dan O'Bannon; Ronald Shusett,Tom Skerritt; Sigourney Weaver; Veronica Cartwright,83/100,8.5,"324,431","$11,000,000 ","$80,930,630 ","$185,000,000 ",R,25-May-79
Life of Brian,94,Comedy,17-Aug-79,Graham Chapman; John Cleese,Graham Chapman; John Cleese; Terry Gilliam,75/100,8.1,"165,935","$4,000,000 ","$646,124 ",,R,17-Aug-79
Moonraker,126,Action; Adventure; Crime,29-Jun-79,Christopher Wood,Roger Moore; Lois Chiles; Michael Lonsdale,,6.2,"45,292","$34,000,000 ","$7,108,344 ","$210,308,099 ",PG,29-Jun-79
The Warriors,92,Action; Thriller,9-Feb-79,Sol Yurick; David Shaber,Michael Beck; James Remar; Dorsey Wright,,7.6,"45,339",,"$22,490,039 ",,R,9-Feb-79
Mad Max,88,Action; Adventure; Thriller,12-Apr-79,James McCausland; George Miller,Mel Gibson; Joanne Samuel; Hugh Keays-Byrne,,7,"78,745","$650,000 ","$8,750,000 ","$100,000,000 ",R,12-Apr-79
Caligula,156,Adult; Drama; History,15-Feb-80,Gore Vidal,Malcolm McDowell; Teresa Ann Savoy; Peter O'Toole,,5,"20,274","$17,500,000 ","$80,256 ",,,15-Feb-80
Star Trek: The Motion Picture,132,Adventure; Mystery; Sci-Fi,7-Dec-79,Gene Roddenberry; Alan Dean Foster,William Shatner; Leonard Nimoy; DeForest Kelley,48/100,6.3,"40,683","$35,000,000 ","$39,658,976 ","$139,000,000 ",PG,7-Dec-79
Stalker,163,Adventure; Drama; Fantasy,17-Apr-80,Arkadiy Strugatskiy; Boris Strugatskiy,Alisa Freyndlikh; Aleksandr Kaydanovskiy; Anatoliy Solonitsyn,,8.1,"39,071",,,,,17-Apr-80
Escape from Alcatraz,112,Crime; Drama; History,22-Jun-79,J. Campbell Bruce; Richard Tuggle,Clint Eastwood; Patrick McGoohan; Roberts Blossom,,7.6,"51,679",,"$5,306,354 ",,PG,22-Jun-79
Manhattan,96,Comedy; Drama; Romance,25-Apr-79,Woody Allen; Marshall Brickman,Woody Allen; Diane Keaton; Michael Murphy,82/100,8,"69,743",,"$39,946,780 ",,R,25-Apr-79
Rocky II,119,Drama; Sport,15-Jun-79,Sylvester Stallone,Sylvester Stallone; Talia Shire; Burt Young,,6.9,"74,983","$7,000,000 ","$6,390,537 ","$200,182,160 ",PG,15-Jun-79
The Jerk,104,Comedy,14-Dec-79,Steve Martin; Carl Gottlieb,Steve Martin; Bernadette Peters; Catlin Adams,,7.1,"29,421",,"$5,935,025 ",,R,14-Dec-79
10,122,Comedy; Romance,5-Oct-79,Blake Edwards,Dudley Moore; Julie Andrews; Bo Derek,,5.9,"8,942",,"$3,526,692 ",,R,5-Oct-79
Kramer vs. Kramer,105,Drama,19-Dec-79,Avery Corman; Robert Benton,Dustin Hoffman; Meryl Streep; Jane Alexander,77/100,7.7,"60,240",,"$98,982,763 ",,PG,19-Dec-79
Meatballs,99,Comedy,29-Jun-79,Len Blum; Daniel Goldberg,Bill Murray; Harvey Atkin; Kate Lynch,,5.9,"9,758",,"$77,170 ",,PG,29-Jun-79
Being There,130,Drama; Comedy,19-Dec-79,Jerzy Kosinski; Jerzy Kosinski,Peter Sellers; Shirley MacLaine; Melvyn Douglas,,8,"36,555",,"$30,177,511 ",,PG,19-Dec-79
Hair,121,Comedy; Drama; Musical,11-May-79,Gerome Ragni; James Rado,John Savage; Treat Williams; Beverly D'Angelo,68/100,7.2,"18,710","$11,000,000 ","$15,284,463 ",,PG,11-May-79
The Muppet Movie,95,Adventure; Comedy; Family,22-Jun-79,Jack Burns; Jerry Juhl,Jim Henson; Frank Oz; Jerry Nelson,67/100,7.6,"17,934",,"$76,657,000 ",,G,22-Jun-79
The Black Hole,98,Action; Adventure; Family,21-Dec-79,Jeb Rosebrook; Bob Barbash,Maximilian Schell; Anthony Perkins; Robert Forster,,5.8,"12,742","$20,000,000 ","$35,841,901 ",,PG,21-Dec-79
Quadrophenia,117,Crime; Drama; Music,2-Nov-79,Dave Humphries; Martin Stellman,Phil Daniels; Leslie Ash; Philip Davis,79/100,7.1,"8,689",,,,R,2-Nov-79
Breaking Away,101,Comedy; Drama; Sport,20-Jul-79,Steve Tesich,Dennis Christopher; Dennis Quaid; Daniel Stern,,7.6,"12,527",,"$314,658 ",,PG,20-Jul-79
Zombie,91,Horror,18-Jul-80,Elisa Briganti,Tisa Farrow; Ian McCulloch; Richard Johnson,,6.7,"13,867",,,,R,18-Jul-80
1941,118,Action; Comedy; Drama,14-Dec-79,Robert Zemeckis; Bob Gale,Dan Aykroyd; John Belushi; Treat Williams,,5.7,"18,035","$35,000,000 ","$2,701,898 ","$92,455,742 ",PG,14-Dec-79
Phantasm,88,Fantasy; Horror; Sci-Fi,28-Mar-79,Don Coscarelli,A. Michael Baldwin; Bill Thornbury; Reggie Bannister,,6.7,"15,453","$300,000 ","$11,988,469 ",,R,28-Mar-79
The Amityville Horror,117,Horror,27-Jul-79,Sandor Stern; Jay Anson,James Brolin; Margot Kidder; Rod Steiger,,6,"18,762",,"$7,843,467 ",,R,27-Jul-79
All That Jazz,123,Drama; Fantasy; Music,20-Dec-79,Robert Alan Aurthur; Bob Fosse,Roy Scheider; Jessica Lange; Leland Palmer,,7.6,"13,302",,"$86,229 ",,R,20-Dec-79
...And Justice for All.,119,Drama; Thriller; Crime,19-Oct-79,Valerie Curtin; Barry Levinson,Al Pacino; Jack Warden; John Forsythe,,7.3,"14,780",,"$33,300,000 ",,R,19-Oct-79
The Brood,92,Horror; Sci-Fi,25-May-79,David Cronenberg,Oliver Reed; Samantha Eggar; Art Hindle,,6.8,"11,061",,,,R,25-May-79
The Wanderers,117,Drama; Action,4-Jul-79,Richard Price; Rose Kaufman,Ken Wahl; John Friedrich; Karen Allen,,7.2,"5,057",,,,R,4-Jul-79
Tess,186,Drama; Romance,12-Dec-80,Grard Brach; Roman Polanski,John Collin; Nastassja Kinski; Peter Firth,,7.2,"7,206",,"$20,093,330 ",,PG,12-Dec-80
The Tin Drum,142,Drama; War,11-Apr-80,Jean-Claude Carrire; Gnter Grass,Mario Adorf; Angela Winkler; David Bennent,,7.6,"12,761",,,,R,11-Apr-80
The Black Stallion,118,Adventure; Family; Sport,17-Oct-79,Melissa Mathison; Jeanne Rosenberg,Kelly Reno; Mickey Rooney; Teri Garr,79/100,7.1,"5,971","$2,700,000 ","$37,799,643 ",,G,17-Oct-79
Norma Rae,110,Drama,31-May-79,Irving Ravetch; Harriet Frank Jr.,Sally Field; Beau Bridges; Ron Leibman,,7.2,"5,110",,"$22,228,000 ",,PG,31-May-79
